src_ip,dst_ip,src_port,dst_port,protocol,bytes,attack_type
192.168.1.221,142.250.74.164,56201,443,UDP,259,DDOS_OR_BRUTE_FORCE
192.168.1.221,149.154.167.51,53897,443,TCP,191,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,53944,443,TCP,66,DDOS_OR_BRUTE_FORCE
192.168.1.221,149.154.167.41,53911,443,TCP,271,DDOS_OR_BRUTE_FORCE
192.168.1.221,149.154.167.51,53908,443,TCP,367,DDOS_OR_BRUTE_FORCE
216.58.207.202,192.168.1.221,443,54277,UDP,70,PORT_SCAN
192.168.1.221,149.154.167.51,53901,443,TCP,143,DDOS_OR_BRUTE_FORCE
192.168.1.221,149.154.167.51,53896,443,TCP,367,DDOS_OR_BRUTE_FORCE
216.58.207.202,192.168.1.221,443,54277,UDP,519,DDOS_OR_BRUTE_FORCE
216.58.207.202,192.168.1.221,443,54277,UDP,164,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.207.202,54277,443,UDP,77,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,55401,443,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,55401,443,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,149.154.167.41,53906,443,TCP,287,DDOS_OR_BRUTE_FORCE
192.168.1.221,149.154.167.41,53903,443,TCP,303,DDOS_OR_BRUTE_FORCE
192.168.1.221,149.154.167.41,53907,443,TCP,223,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.207.202,54277,443,UDP,74,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,79,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,869,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,210,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,1288,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,1092,DDOS_OR_BRUTE_FORCE
142.250.74.164,192.168.1.221,443,56201,UDP,71,PORT_SCAN
142.250.74.46,192.168.1.221,443,53944,TCP,66,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,53944,443,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,53944,443,TCP,1466,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,53944,443,TCP,367,DDOS_OR_BRUTE_FORCE
142.250.74.164,192.168.1.221,443,56201,UDP,1228,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.164,56201,443,UDP,77,DDOS_OR_BRUTE_FORCE
142.250.74.164,192.168.1.221,443,56201,UDP,68,DDOS_OR_BRUTE_FORCE
142.250.74.164,192.168.1.221,443,56201,UDP,118,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.164,56201,443,UDP,73,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,55401,UDP,82,NORMAL
142.250.74.46,192.168.1.221,443,59618,UDP,876,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,213,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,55401,UDP,1292,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,55401,UDP,1292,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,55401,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,55401,443,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,987,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,163,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,75,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,75,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,65,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,55401,UDP,1292,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,55401,UDP,1292,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,55401,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,55401,443,UDP,81,DDOS_OR_BRUTE_FORCE
149.154.167.51,192.168.1.221,443,53897,TCP,54,NORMAL
192.168.1.221,216.58.211.10,55401,443,UDP,82,DDOS_OR_BRUTE_FORCE
216.58.207.202,192.168.1.221,443,54277,UDP,66,PORT_SCAN
149.154.167.41,192.168.1.221,443,53911,TCP,54,NORMAL
192.168.1.221,216.58.211.10,53945,443,TCP,66,DDOS_OR_BRUTE_FORCE
149.154.167.51,192.168.1.221,443,53908,TCP,54,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,70,DDOS_OR_BRUTE_FORCE
149.154.167.51,192.168.1.221,443,53901,TCP,54,DDOS_OR_BRUTE_FORCE
149.154.167.51,192.168.1.221,443,53896,TCP,54,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,53944,TCP,54,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,53944,TCP,54,DDOS_OR_BRUTE_FORCE
149.154.167.41,192.168.1.221,443,53903,TCP,54,DDOS_OR_BRUTE_FORCE
149.154.167.41,192.168.1.221,443,53907,TCP,54,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,53944,TCP,1466,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,53944,TCP,1466,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,53944,TCP,1466,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,53944,TCP,1466,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,53944,443,TCP,54,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,53944,TCP,1466,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,53944,TCP,853,DDOS_OR_BRUTE_FORCE
149.154.167.41,192.168.1.221,443,53906,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,53944,443,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,53944,443,TCP,128,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,76,DDOS_OR_BRUTE_FORCE
142.250.74.164,192.168.1.221,443,56201,UDP,67,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,67,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,55401,UDP,214,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,55401,443,UDP,82,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,55401,443,UDP,125,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,55401,443,UDP,115,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,55401,443,UDP,860,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,53945,TCP,66,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,53945,443,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,53945,443,TCP,1466,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,53945,443,TCP,410,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,53944,TCP,1014,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,55401,443,UDP,84,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,1288,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,409,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,77,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,88,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,82,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,73,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,53944,443,TCP,54,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,55401,UDP,1008,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,55401,UDP,163,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,55401,443,UDP,73,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,55401,UDP,69,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,53945,TCP,54,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,53945,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,55401,443,UDP,74,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,53945,TCP,1466,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,53945,TCP,1466,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,53945,TCP,1466,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,53945,TCP,1466,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,53945,TCP,162,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,53945,443,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,53945,443,TCP,128,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,55401,UDP,707,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,82,NORMAL
216.58.211.10,192.168.1.221,443,55401,UDP,71,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,55401,443,UDP,73,DDOS_OR_BRUTE_FORCE
192.168.1.221,192.168.1.163,53867,8009,TCP,164,DDOS_OR_BRUTE_FORCE
192.168.1.221,192.168.1.163,53868,8009,TCP,164,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,81,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,82,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,511,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,223,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,225,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,225,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,66,PORT_SCAN
192.168.1.221,142.250.74.3,53946,443,TCP,66,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,79,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,224,DDOS_OR_BRUTE_FORCE
216.58.211.10,192.168.1.221,443,53945,TCP,1036,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,82,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,125,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,114,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,1288,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,746,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,70,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,70,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.14,54774,443,UDP,345,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.14,54774,443,UDP,241,DDOS_OR_BRUTE_FORCE
192.168.1.221,173.194.222.188,53949,5228,TCP,66,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,73,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,53946,TCP,66,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,53946,443,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,53946,443,TCP,1466,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,53946,443,TCP,405,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.10,53945,443,TCP,54,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,231,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,211,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,998,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,163,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,75,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,75,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,69,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,65,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,75,DDOS_OR_BRUTE_FORCE
173.194.222.188,192.168.1.221,5228,53949,TCP,66,NORMAL
192.168.1.221,173.194.222.188,53949,5228,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,173.194.222.188,53949,5228,TCP,1466,DDOS_OR_BRUTE_FORCE
192.168.1.221,173.194.222.188,53949,5228,TCP,341,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,695,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,419,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,79,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,53946,TCP,54,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,53946,TCP,54,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,311,DDOS_OR_BRUTE_FORCE
216.58.211.14,192.168.1.221,443,54774,UDP,70,PORT_SCAN
142.250.74.3,192.168.1.221,443,53946,TCP,1466,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,53946,TCP,1466,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,53946,TCP,1466,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,53946,TCP,1466,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,53946,TCP,159,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,53946,443,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,53946,443,TCP,128,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,67,DDOS_OR_BRUTE_FORCE
192.168.1.221,224.0.0.251,5353,5353,UDP,82,DDOS_OR_BRUTE_FORCE
192.168.1.221,192.168.1.163,53868,8009,TCP,164,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,64246,443,UDP,74,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.14,54774,443,UDP,74,DDOS_OR_BRUTE_FORCE
216.58.211.14,192.168.1.221,443,54774,UDP,203,DDOS_OR_BRUTE_FORCE
216.58.211.14,192.168.1.221,443,54774,UDP,110,DDOS_OR_BRUTE_FORCE
216.58.211.14,192.168.1.221,443,54774,UDP,281,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.14,54774,443,UDP,77,DDOS_OR_BRUTE_FORCE
173.194.222.188,192.168.1.221,5228,53949,TCP,54,NORMAL
173.194.222.188,192.168.1.221,5228,53949,TCP,54,DDOS_OR_BRUTE_FORCE
173.194.222.188,192.168.1.221,5228,53949,TCP,1466,DDOS_OR_BRUTE_FORCE
173.194.222.188,192.168.1.221,5228,53949,TCP,1466,DDOS_OR_BRUTE_FORCE
173.194.222.188,192.168.1.221,5228,53949,TCP,1466,DDOS_OR_BRUTE_FORCE
173.194.222.188,192.168.1.221,5228,53949,TCP,1466,DDOS_OR_BRUTE_FORCE
173.194.222.188,192.168.1.221,5228,53949,TCP,788,DDOS_OR_BRUTE_FORCE
192.168.1.221,173.194.222.188,53949,5228,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,192.168.1.163,53867,8009,TCP,164,DDOS_OR_BRUTE_FORCE
192.168.1.221,173.194.222.188,53949,5228,TCP,118,DDOS_OR_BRUTE_FORCE
192.168.1.221,173.194.222.188,53949,5228,TCP,232,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,1292,PORT_SCAN
216.58.211.14,192.168.1.221,443,54774,UDP,678,DDOS_OR_BRUTE_FORCE
216.58.211.14,192.168.1.221,443,54774,UDP,76,DDOS_OR_BRUTE_FORCE
216.58.211.14,192.168.1.221,443,54774,UDP,193,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,501,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,90,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,1288,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,279,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,73,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,77,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,73,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.14,54774,443,UDP,77,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.211.14,54774,443,UDP,73,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,76,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,129,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,73,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,976,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,1288,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,232,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,53946,TCP,1026,NORMAL
192.168.1.221,142.250.74.46,59618,443,UDP,77,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,990,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,77,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,174,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,73,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,73,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,310,DDOS_OR_BRUTE_FORCE
142.250.74.3,192.168.1.221,443,64246,UDP,68,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,73,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,77,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,381,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.3,53946,443,TCP,54,DDOS_OR_BRUTE_FORCE
173.194.222.188,192.168.1.221,5228,53949,TCP,54,DDOS_OR_BRUTE_FORCE
173.194.222.188,192.168.1.221,5228,53949,TCP,591,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.46,59618,443,UDP,74,DDOS_OR_BRUTE_FORCE
173.194.222.188,192.168.1.221,5228,53949,TCP,143,DDOS_OR_BRUTE_FORCE
173.194.222.188,192.168.1.221,5228,53949,TCP,88,DDOS_OR_BRUTE_FORCE
192.168.1.163,192.168.1.221,8009,53867,TCP,54,NORMAL
192.168.1.163,224.0.0.251,5353,5353,UDP,402,DDOS_OR_BRUTE_FORCE
192.168.1.163,192.168.1.221,8009,53868,TCP,66,DDOS_OR_BRUTE_FORCE
192.168.1.163,192.168.1.221,8009,53867,TCP,66,DDOS_OR_BRUTE_FORCE
192.168.1.163,192.168.1.221,8009,53867,TCP,164,DDOS_OR_BRUTE_FORCE
192.168.1.163,192.168.1.221,8009,53868,TCP,164,DDOS_OR_BRUTE_FORCE
192.168.1.221,173.194.222.188,53949,5228,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.207.202,54277,443,UDP,436,DDOS_OR_BRUTE_FORCE
216.58.211.14,192.168.1.221,443,54774,UDP,66,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,65,DDOS_OR_BRUTE_FORCE
192.168.1.221,192.168.1.163,53868,8009,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,192.168.1.163,53867,8009,TCP,54,DDOS_OR_BRUTE_FORCE
142.250.74.46,192.168.1.221,443,59618,UDP,65,DDOS_OR_BRUTE_FORCE
216.58.211.14,192.168.1.221,443,54774,UDP,66,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,1292,DDOS_OR_BRUTE_FORCE
216.58.207.202,192.168.1.221,443,54277,UDP,70,PORT_SCAN
216.58.207.202,192.168.1.221,443,54277,UDP,527,DDOS_OR_BRUTE_FORCE
216.58.207.202,192.168.1.221,443,54277,UDP,196,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.207.202,54277,443,UDP,77,DDOS_OR_BRUTE_FORCE
192.168.1.163,224.0.0.251,5353,5353,UDP,92,DDOS_OR_BRUTE_FORCE
192.168.1.221,216.58.207.202,54277,443,UDP,74,DDOS_OR_BRUTE_FORCE
142.250.74.142,192.168.1.221,443,51600,UDP,82,NORMAL
142.250.74.142,192.168.1.221,443,51600,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.142,192.168.1.221,443,51600,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.142,192.168.1.221,443,51600,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.142,192.168.1.221,443,51600,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.142,192.168.1.221,443,51600,UDP,1292,DDOS_OR_BRUTE_FORCE
142.250.74.142,192.168.1.221,443,51600,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,81,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,82,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,53950,443,TCP,66,DDOS_OR_BRUTE_FORCE
192.168.1.221,146.75.117.229,53951,443,TCP,66,DDOS_OR_BRUTE_FORCE
142.250.74.142,192.168.1.221,443,51600,UDP,862,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,82,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,125,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,115,DDOS_OR_BRUTE_FORCE
192.168.1.221,172.67.163.204,53952,443,TCP,66,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,1288,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,1292,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,235,DDOS_OR_BRUTE_FORCE
192.168.1.221,80.239.138.49,53953,443,TCP,66,DDOS_OR_BRUTE_FORCE
216.58.207.202,192.168.1.221,443,54277,UDP,66,PORT_SCAN
142.250.74.142,192.168.1.221,443,53950,TCP,66,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,53950,443,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,53950,443,TCP,1466,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,53950,443,TCP,400,DDOS_OR_BRUTE_FORCE
142.250.74.142,192.168.1.221,443,51600,UDP,83,DDOS_OR_BRUTE_FORCE
142.250.74.142,192.168.1.221,443,51600,UDP,988,DDOS_OR_BRUTE_FORCE
142.250.74.142,192.168.1.221,443,51600,UDP,163,DDOS_OR_BRUTE_FORCE
80.239.138.49,192.168.1.221,443,53953,TCP,66,NORMAL
192.168.1.221,80.239.138.49,53953,443,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,75,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,75,DDOS_OR_BRUTE_FORCE
192.168.1.221,80.239.138.49,53953,443,TCP,1438,DDOS_OR_BRUTE_FORCE
192.168.1.221,80.239.138.49,53953,443,TCP,438,DDOS_OR_BRUTE_FORCE
142.250.74.142,192.168.1.221,443,51600,UDP,65,DDOS_OR_BRUTE_FORCE
142.250.74.142,192.168.1.221,443,51600,UDP,69,DDOS_OR_BRUTE_FORCE
192.168.1.221,142.250.74.142,51600,443,UDP,75,DDOS_OR_BRUTE_FORCE
146.75.117.229,192.168.1.221,443,53951,TCP,66,NORMAL
192.168.1.221,146.75.117.229,53951,443,TCP,54,DDOS_OR_BRUTE_FORCE
192.168.1.221,146.75.117.229,53951,443,TCP,1506,MALFORMED_PACKET
192.168.1.221,146.75.117.229,53951,443,TCP,360,DDOS_OR_BRUTE_FORCE
80.239.138.49,192.168.1.221,443,53953,TCP,54,DDOS_OR_BRUTE_FORCE
